CNPJ;Nome;Tipo de Participante;Código CVM;Data;Status
51.936.094/0001-46;SOFIMA SA;CIAS ABERTAS;13129;05/01/1996;Cancelado
62.816.426/0001-75;SOGERAL LEASING SA ARREND MERC;CIAS ABERTAS;10855;18/01/2000;Cancelado
13.432.174/0001-75;SOHAGRO MARINA DO NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;510734;17/07/2003;Cancelado
32.286.411/0001-81;SOLA SA INDS ALIMENTICIAS;CIAS ABERTAS;14710;08/04/2011;Cancelado
05.615.334/0001-93;SOLAE DO BRASIL HOLDINGS SA;CIAS ABERTAS;19410;13/11/2003;Cancelado
41.052.420/0001-07;SOLAR BEBIDAS S.A.;CIAS ABERTAS;27014;11/11/2022;Concedido
39.301.031/0001-18;SOLAR DOS COLIBRIS HOT E TUR;CIAS INCENTIVADAS REGISTRADAS;515914;02/08/2007;Cancelado
01.368.194/0001-45;SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR;CIAS ABERTAS;16004;04/01/2010;Cancelado
04.859.815/0001-81;SOLEITE SA;CIAS INCENTIVADAS REGISTRADAS;506486;28/09/2008;Cancelado
04.207.677/0001-56;SOLUÇÕES ESTRUTURAIS S.A.;CIAS INCENTIVADAS REGISTRADAS;519065;02/05/2016;Cancelado
-;SOLVAY INDUPA SAIC;CIAS ESTRANGEIRAS;80101;13/07/2016;Cancelado
40.263.170/0001-83;SOLVI ESSENCIS AMBIENTAL S.A.;CIAS ABERTAS;27073;10/01/2023;Concedido
02.541.982/0001-54;SOMOS EDUCAÇÃO S.A.;CIAS ABERTAS;22551;22/05/2019;Cancelado
93.209.765/0001-17;SONAE DISTRIBUIÇÃO BRASIL SA;CIAS ABERTAS;16055;24/11/1998;Cancelado
02.594.251/0001-77;SONDIS BRASIL SA;CIAS ABERTAS;17981;03/02/2000;Cancelado
33.386.210/0001-19;SONDOTECNICA ENGENHARIA SOLOS S.A.;CIAS ABERTAS;10880;19/08/1980;Concedido
11.720.505/0001-47;SONJA MANUFATURADOS SA;CIAS INCENTIVADAS REGISTRADAS;506478;28/09/2008;Cancelado
36.946.143/0001-38;SOPAVE NORTE SA MERC RURAL;CIAS INCENTIVADAS REGISTRADAS;513822;14/02/2012;Cancelado
60.840.683/0001-17;SOPAVE SA SOC PAUL DE VEICULOS;CIAS ABERTAS;10898;07/06/1991;Cancelado
61.088.795/0001-26;SORANA COML E IMPORTADORA SA;CIAS ABERTAS;10901;08/09/1988;Cancelado
33.081.712/0001-31;SOTREQ SA TRATORES E EQUIPS;CIAS ABERTAS;10910;18/06/1987;Cancelado
60.688.256/0001-65;SOUTO VIDIGAL SA;CIAS ABERTAS;9547;11/03/2004;Cancelado
33.009.911/0001-39;SOUZA CRUZ SA;CIAS ABERTAS;4057;01/12/2015;Cancelado
19.511.433/0001-30;SPE AKRO SECURITIZADORA S.A.;CIAS ABERTAS;23361;07/07/2015;Cancelado
24.973.927/0001-76;SPERAFICO DA AMAZONIA S/A;CIAS INCENTIVADAS REGISTRADAS;501646;11/10/1989;Concedido
08.064.412/0001-05;SPERB DO NE SA IND TEXTIL;CIAS ABERTAS;10936;22/03/2005;Cancelado
33.000.522/0001-42;SPERRY SA;CIAS ABERTAS;10944;21/05/1985;Cancelado
05.400.338/0001-54;SPLICE DA AMAZONIA S. A.;CIAS INCENTIVADAS REGISTRADAS;515671;14/02/2012;Cancelado
45.397.007/0001-27;SPLICE DO BRASIL TELEC  E ELETRONICA S/A;CIAS ABERTAS;16489;12/11/2003;Cancelado
10.948.651/0001-61;SPRINGER CARRIER NE SA;CIAS ABERTAS;10952;18/06/1985;Cancelado
92.929.520/0001-00;SPRINGER SA;CIAS ABERTAS;10960;15/12/2020;Cancelado
07.718.269/0001-57;SPRINGS GLOBAL PARTICIPAÇÕES S/A;CIAS ABERTAS;20966;25/07/2007;Concedido
59.290.239/0001-96;SPSCS INDUSTRIAL SA;CIAS ABERTAS;1953;04/01/2010;Cancelado
01.328.630/0001-52;ST MICHEL SA;CIAS ABERTAS;15725;14/03/2006;Cancelado
05.759.667/0001-96;STA ANGELICA AGROINDL SA-SAISA;CIAS INCENTIVADAS REGISTRADAS;502588;14/02/2012;Cancelado
05.759.667/0001-96;STA ANGELICA AGROINDL SA-SAISA;CIAS INCENTIVADAS REGISTRADAS;520756;09/05/2018;Cancelado
35.988.708/0001-87;STA CLARA MINERACAO SA;CIAS INCENTIVADAS REGISTRADAS;515680;14/02/2012;Cancelado
12.677.647/0001-31;STA CRUZ AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;513431;14/02/2012;Cancelado
08.265.597/0001-08;STA FE AGROINDUSTRIAL SA;CIAS INCENTIVADAS REGISTRADAS;500976;16/09/2008;Cancelado
08.635.708/0001-20;STA LUCIA AGROPASTORIL SA;CIAS INCENTIVADAS REGISTRADAS;500070;29/12/1999;Cancelado
11.450.756/0001-59;STA LUZIA AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;514322;14/02/2012;Cancelado
08.034.357/0001-00;STA TEREZINHA AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;500321;14/02/2012;Cancelado
07.293.566/0001-06;STALO SA-IND DE CALCADOS;CIAS INCENTIVADAS REGISTRADAS;500755;14/02/2012;Cancelado
33.460.635/0001-20;STANDARD ELETRONICA SA;CIAS ABERTAS;10979;12/04/1991;Cancelado
91.495.499/0001-00;STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS;CIAS ABERTAS;24201;02/08/2022;Cancelado
36.304.475/0001-19;STARTING ELETROELETRONICA SA;CIAS INCENTIVADAS REGISTRADAS;515027;14/02/2012;Cancelado
00.622.416/0001-41;STATKRAFT ENERGIAS RENOVÁVEIS S.A.;CIAS ABERTAS;22594;19/09/2011;Concedido
12.592.746/0001-10;STEIN SP II PARTICIPAÇÕES S.A.;CIAS ABERTAS;22292;29/10/2012;Cancelado
78.363.322/0001-92;STEVIAFARMA INDUSTRIAL SA;CIAS ABERTAS;13153;02/08/2005;Cancelado
02.286.509/0001-78;SUBESTAÇÃO ELETROMETRÔ S/A;CIAS ABERTAS;17787;04/03/2015;Cancelado
02.930.076/0001-41;SUBMARINO S/A;CIAS ABERTAS;19682;13/12/2006;Cancelado
12.726.493/0001-20;SUCONOR S/A;CIAS INCENTIVADAS REGISTRADAS;509582;23/03/2022;Cancelado
04.961.918/0001-58;SUDAMATA SA AGROPEC;CIAS INCENTIVADAS REGISTRADAS;507938;27/12/1991;Cancelado
03.144.888/0001-24;SUDANISA CISA INDL DE ALIM;CIAS INCENTIVADAS REGISTRADAS;510360;27/09/1993;Cancelado
02.062.747/0001-08;SUDESTE SA;CIAS ABERTAS;16586;10/11/1997;Concedido
60.894.110/0001-76;SUDESTE SA IND E COMERCIO;CIAS ABERTAS;10995;20/12/2005;Cancelado
08.332.751/0001-17;SUECIA PEC E REFLOREST AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;518980;14/06/2010;Cancelado
13.584.310/0001-42;SUGOI S.A.;CIAS ABERTAS;23957;19/07/2016;Concedido
08.041.253/0001-15;SUIBESA SUINOCULT B JARDIM SA;CIAS INCENTIVADAS REGISTRADAS;507075;29/09/1993;Cancelado
04.871.315/0001-65;SUIMPAR IMPAR SUINOS SA;CIAS INCENTIVADAS REGISTRADAS;512680;14/02/2012;Cancelado
05.323.183/0001-08;SUIMPAR IND E COM SA;CIAS INCENTIVADAS REGISTRADAS;509728;14/02/2012;Cancelado
06.608.335/0001-73;SUINASA SUINOS DA AMONTOADA SA;CIAS INCENTIVADAS REGISTRADAS;502839;14/02/2012;Cancelado
06.891.956/0001-07;SUINO CAPRINO E AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;503436;14/02/2012;Cancelado
15.272.529/0001-31;SUINO DO SUL SA - SUINOSUL;CIAS INCENTIVADAS REGISTRADAS;507849;28/09/2008;Cancelado
07.579.121/0001-89;SUINO SOL SA;CIAS INCENTIVADAS REGISTRADAS;510068;25/03/1997;Cancelado
08.461.469/0001-30;SUINOCULTURA DE ALAGOAS SA;CIAS INCENTIVADAS REGISTRADAS;500364;14/02/2012;Cancelado
06.827.695/0001-66;SUINOCULTURA DE CANINDE SA;CIAS INCENTIVADAS REGISTRADAS;506117;27/11/2006;Cancelado
08.292.617/0001-30;SUINOCULTURA SAO PAULO SA;CIAS INCENTIVADAS REGISTRADAS;509337;14/02/2012;Cancelado
11.749.207/0001-80;SUINOPISA SUINOC PIRIPIRI SA;CIAS INCENTIVADAS REGISTRADAS;509841;28/09/2008;Cancelado
30.968.945/0001-62;SUINORTE SUINOCULT NORTE ES SA;CIAS INCENTIVADAS REGISTRADAS;509361;14/02/2012;Cancelado
08.340.796/0001-33;SUINOS DE CACHOEIRA SA-SUISSA;CIAS INCENTIVADAS REGISTRADAS;505919;14/02/2012;Cancelado
08.340.796/0001-33;SUINOS DE CACHOEIRA SA-SUISSA;CIAS INCENTIVADAS REGISTRADAS;519537;15/03/2013;Cancelado
09.250.721/0001-24;SUINOS DE TAPEROA SA - SUTAS;CIAS INCENTIVADAS REGISTRADAS;507504;14/02/2012;Cancelado
07.412.240/0001-42;SUINOS E AVES DO NORDESTE S/A;CIAS INCENTIVADAS REGISTRADAS;503797;14/02/2012;Cancelado
09.320.979/0001-50;SUINOS E LAVOURA DO NE SA  SUINORD;CIAS INCENTIVADAS REGISTRADAS;520837;19/10/2018;Cancelado
08.188.898/0001-85;SUINOS KILMA SA;CIAS INCENTIVADAS REGISTRADAS;505986;28/09/2008;Cancelado
01.957.772/0001-89;SUL 116 PARTICIPAÇÕES S.A.;CIAS ABERTAS;16438;03/09/1997;Concedido
00.763.425/0001-52;SUL AMAZONIA S/A-EMPREENDIMENTOS AGROPECUÁRIOS;CIAS INCENTIVADAS REGISTRADAS;509663;07/01/2011;Cancelado
33.040.924/0001-70;SUL AMERICA CAPITALIZACAO S.A.;CIAS ABERTAS;11002;29/11/2004;Cancelado
33.041.062/0001-09;SUL AMERICA CIA NACL SEGUROS;CIAS ABERTAS;11010;12/05/2008;Cancelado
29.978.814/0001-87;SUL AMERICA S/A;CIAS ABERTAS;21121;14/04/2022;Cancelado
92.664.937/0001-80;SUL AMERICA STA CRUZ SEGS SA;CIAS ABERTAS;10413;06/05/1998;Cancelado
92.659.945/0001-38;SUL BRASILEIRO COM IMP EXP SA;CIAS ABERTAS;11037;19/05/2000;Cancelado
89.425.623/0001-10;SUL BRASILEIRO CRED.,FINANC.E;CIAS ABERTAS;11045;10/01/1986;Cancelado
11.181.400/0001-67;SUL INVEST SECURITIZADORA S.A.;CIAS ABERTAS;23345;10/08/2016;Cancelado
01.585.482/0001-51;SUL LOGISTICA SA;CIAS ABERTAS;16144;13/12/1999;Cancelado
00.601.634/0001-08;SULABENTURES SA;CIAS ABERTAS;15008;19/09/2002;Cancelado
42.363.150/0001-00;SULFAB CIA SULFOQUIMICA DA BA;CIAS ABERTAS;11053;19/04/1993;Cancelado
08.482.739/0001-99;SULFABRIL NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;502820;28/09/2008;Cancelado
92.692.433/0001-73;SULINA ALIMENTOS SA;CIAS ABERTAS;6254;28/06/1990;Cancelado
11.807.013/0001-93;SULMAR CIA AGROINDL SUL MA;CIAS INCENTIVADAS REGISTRADAS;514969;14/02/2012;Cancelado
35.736.032/0001-34;SUMMER COTTON SA;CIAS INCENTIVADAS REGISTRADAS;516767;28/09/2008;Cancelado
72.129.083/0001-24;SUPERAGRO SA FERT INSETICIDAS;CIAS ABERTAS;11061;04/01/2010;Cancelado
03.235.330/0001-54;SUPERFRIGO IND E COM SA;CIAS INCENTIVADAS REGISTRADAS;505447;14/02/2012;Cancelado
03.235.330/0001-54;SUPERFRIGO IND E COM SA;CIAS INCENTIVADAS REGISTRADAS;519774;11/03/2014;Cancelado
08.121.923/0001-03;SUPERGESSO SA IND E COM;CIAS INCENTIVADAS REGISTRADAS;506982;14/02/2012;Cancelado
92.192.509/0001-00;SUPERMERCADOS REAL SA;CIAS ABERTAS;7820;18/11/1994;Cancelado
02.735.385/0001-60;SUPERVIA CONCESS. DE TRANPORTE FERR. S/A;CIAS ABERTAS;18880;11/06/2001;Cancelado
08.598.757/0001-30;SUQUESA SUINOC QUEIROZ SA;CIAS INCENTIVADAS REGISTRADAS;517151;14/02/2012;Cancelado
29.499.464/0001-76;SURAMIC S R A M IND COM SA;CIAS ABERTAS;11096;17/09/1985;Cancelado
07.668.965/0001-04;SUSA INDL SA;CIAS INCENTIVADAS REGISTRADAS;504742;26/12/2003;Cancelado
60.651.809/0001-05;SUZANO HOLDING S.A.;CIAS ABERTAS;9067;11/03/1982;Concedido
16.404.287/0001-55;SUZANO S.A.;CIAS ABERTAS;13986;15/04/1992;Concedido
61.143.772/0001-77;SV ENGENHARIA SA;CIAS ABERTAS;12998;17/12/1997;Cancelado
08.801.621/0001-86;SYN PROP & TECH S.A.;CIAS ABERTAS;21040;01/08/2007;Concedido
08.320.244/0001-63;T BARRETO IND COM SA;CIAS ABERTAS;11118;21/03/2006;Cancelado
02.860.694/0001-62;T4F ENTRETENIMENTO SA;CIAS ABERTAS;21326;15/01/2009;Cancelado
02.860.694/0001-62;T4F ENTRETENIMENTO SA;CIAS ABERTAS;22454;11/04/2011;Concedido
12.881.959/0001-62;TACAVISA TACAIMBO AVIC SA;CIAS INCENTIVADAS REGISTRADAS;509833;12/09/2008;Cancelado
00.966.922/0001-58;TAG TEXTIL ETIQUETAS SA;CIAS INCENTIVADAS REGISTRADAS;517054;14/02/2012;Cancelado
41.104.969/0001-90;TAGRISA - TOUROS AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;516309;29/10/2008;Cancelado
28.573.830/0001-27;TAIPE TRANCOSO EMPREENDIMENTOS S/A;CIAS ABERTAS;20508;11/03/2016;Cancelado
11.809.647/0001-85;TAISA-TIANGUA AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;500240;14/02/2012;Cancelado
01.832.635/0001-18;TAM S.A.;CIAS ABERTAS;16390;18/07/2012;Cancelado
47.893.664/0001-90;TAM TRANSP AEREOS REGIONAIS SA;CIAS ABERTAS;12297;30/11/2000;Cancelado
09.259.441/0001-87;TAMOYO FRIGORIFICOS REUNIDOS SA;CIAS INCENTIVADAS REGISTRADAS;520063;16/06/2015;Cancelado
39.787.056/0001-73;TANGARÁ IMPORTADORA E EXPORTADORA S/A;CIAS INCENTIVADAS REGISTRADAS;518492;31/03/2014;Cancelado
24.698.144/0001-21;TANNERY DO BRASIL S/A;CIAS INCENTIVADAS REGISTRADAS;507423;29/04/2016;Cancelado
05.341.549/0001-63;TARPON INVESTIMENTOS S/A;CIAS ABERTAS;21717;17/07/2019;Cancelado
08.009.367/0001-88;TAT INDL DE ALIM DO NE SA;CIAS INCENTIVADAS REGISTRADAS;501026;14/02/2012;Cancelado
09.051.897/0001-57;TATIANENSE TEXTIL SA;CIAS INCENTIVADAS REGISTRADAS;517437;14/02/2012;Cancelado
92.781.335/0001-02;TAURUS ARMAS S.A.;CIAS ABERTAS;6173;02/03/1982;Concedido
07.603.376/0001-30;TBM SA IND TEXTIL;CIAS INCENTIVADAS REGISTRADAS;504777;24/10/2012;Cancelado
07.671.092/0001-80;TBM-TÊXTIL BEZERRA DE MENEZES SA;CIAS INCENTIVADAS REGISTRADAS;501778;21/01/2003;Cancelado
07.671.092/0001-80;TBM-TÊXTIL BEZERRA DE MENEZES SA;CIAS INCENTIVADAS REGISTRADAS;519707;17/12/2013;Concedido
26.345.998/0001-50;TC S.A.;CIAS ABERTAS;26077;26/07/2021;Concedido
67.437.434/0001-24;TC SECURITIES CIA DE SECURITIZAÇÃO;CIAS ABERTAS;20389;19/03/2018;Cancelado
02.558.132/0001-69;TCO CELULAR PARTICIPAÇÕES  S/A;CIAS ABERTAS;17612;16/05/2006;Cancelado
12.919.786/0001-24;TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.;CIAS ABERTAS;24066;27/10/2016;Concedido
09.549.635/0001-17;TEBRASA IND TEXTIL SA;CIAS INCENTIVADAS REGISTRADAS;509035;14/02/2012;Cancelado
09.549.635/0001-17;TEBRASA IND TEXTIL SA;CIAS INCENTIVADAS REGISTRADAS;519820;22/05/2014;Cancelado
22.770.366/0001-82;TEC TOY S/A;CIAS ABERTAS;14133;01/08/2019;Cancelado
10.972.032/0001-02;TECANOR SA TEXTIL CATAR DO NE;CIAS ABERTAS;11126;01/10/1991;Cancelado
08.424.178/0001-71;TECBLU - TECELAGEM BLUMENAU S/A.;CIAS ABERTAS;11215;28/04/1971;Concedido
10.810.646/0001-98;TECELAGEM DE ETIQ GUERRY SA;CIAS INCENTIVADAS REGISTRADAS;503452;14/02/2012;Cancelado
84.228.055/0001-43;TECELAGEM MALHARIA INDAIAL SA;CIAS ABERTAS;11134;13/11/1986;Cancelado
08.203.044/0001-20;TECELAGEM TEXITA S/A;CIAS INCENTIVADAS REGISTRADAS;505862;05/09/2023;Cancelado
34.540.054/0001-61;TECH ION INDUSTRIAL BRASIL S A;CIAS INCENTIVADAS REGISTRADAS;515396;14/02/2012;Cancelado
14.031.835/0001-13;TE-CHAGA-U AGROPECUÁRIA SA;CIAS INCENTIVADAS REGISTRADAS;507750;14/02/2012;Cancelado
14.031.835/0001-13;TE-CHAGA-U AGROPECUÁRIA SA;CIAS INCENTIVADAS REGISTRADAS;519928;01/06/2017;Cancelado
14.031.835/0001-13;TE-CHAGA-U AGROPECUÁRIA SA;CIAS INCENTIVADAS REGISTRADAS;520675;30/11/2017;Cancelado
04.628.426/0001-45;TECHNOS DA AMAZÔNIA INDÚSTRIA E COMÉRCIO S.A.;CIAS INCENTIVADAS REGISTRADAS;520012;18/03/2016;Cancelado
92.672.203/0001-42;TECHNOS RELOGIOS SA;CIAS ABERTAS;11169;18/04/2005;Cancelado
09.295.063/0001-97;TECHNOS SA;CIAS ABERTAS;22519;28/06/2011;Concedido
17.359.233/0001-88;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;CIAS ABERTAS;26760;27/04/2022;Concedido
11.826.385/0001-67;TECNASA TECNOMEC NACIONAL;CIAS INCENTIVADAS REGISTRADAS;506532;28/09/2008;Cancelado
39.618.285/0001-64;TECN-GRAOS ARMAZENS DE VIT SA;CIAS INCENTIVADAS REGISTRADAS;516287;14/02/2012;Cancelado
08.065.557/0001-12;TECNISA S/A;CIAS ABERTAS;20435;09/01/2007;Concedido
13.720.879/0001-98;TECNO WASTE S.A.;CIAS ABERTAS;23051;07/01/2016;Cancelado
11.740.271/0001-08;TECNODINÂMICA IMPORTAÇÃO E COMÉRCIO DE MATERIAIS HOSPITALARES LTDA;CIAS INCENTIVADAS REGISTRADAS;504270;18/10/2012;Cancelado
61.388.310/0001-10;TECNOMONT PROJS MONTS INDLS SA;CIAS ABERTAS;11193;14/05/1987;Cancelado
32.419.590/0001-88;TECNOPACK EMBALAGENS SA;CIAS INCENTIVADAS REGISTRADAS;507920;08/12/1995;Cancelado
33.111.246/0001-90;TECNOSOLO ENGENHARIA SA EMPRESA FALIDA;CIAS ABERTAS;11207;20/07/1977;Concedido
39.314.786/0001-57;TECNOTRUTA SA;CIAS INCENTIVADAS REGISTRADAS;515299;14/02/2012;Cancelado
24.483.695/0001-78;TECONPLAST DO NORDESTE S. A.;CIAS INCENTIVADAS REGISTRADAS;516058;28/09/2008;Cancelado
10.835.387/0001-50;TECONSUL-HOTEIS E TURISMO SA;CIAS INCENTIVADAS REGISTRADAS;504963;14/02/2012;Cancelado
55.833.909/0001-12;TECPART PARTS E EMPREENDS SA;CIAS ABERTAS;13102;12/11/1992;Cancelado
00.299.045/0001-09;TEGENER PARTICIPACOES SA;CIAS ABERTAS;14702;06/04/2001;Cancelado
02.351.144/0001-18;TEGMA GESTÃO LOGÍSTICA SA;CIAS ABERTAS;20800;28/06/2007;Concedido
30.213.493/0001-09;TEGRA INCORPORADORA S.A.;CIAS ABERTAS;25844;12/05/2021;Concedido
04.881.306/0001-55;TEGRASA TERRA GDE AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;508373;14/02/2012;Cancelado
12.031.126/0001-02;TEGUISA-TEXTIL GUIMARAES SA;CIAS INCENTIVADAS REGISTRADAS;513350;27/08/2010;Cancelado
08.883.761/0001-40;TEIXEIRA IND AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;512788;21/05/1997;Cancelado
02.404.861/0001-60;TEKA AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;510467;16/06/1998;Cancelado
82.636.986/0001-55;TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL;CIAS ABERTAS;11223;04/12/1969;Concedido
09.138.637/0001-13;TEKNA SA ZIPERS DO NE;CIAS INCENTIVADAS REGISTRADAS;509612;28/09/2008;Cancelado
33.467.572/0001-34;TEKNO S.A. INDÚSTRIA E COMÉRCIO;CIAS ABERTAS;11231;20/07/1977;Concedido
02.369.651/0001-89;TELAIMA CELULAR SA;CIAS ABERTAS;17094;17/11/2000;Cancelado
02.322.103/0001-01;TELAMAZON CELULAR SA;CIAS ABERTAS;17108;17/11/2000;Cancelado
02.328.592/0001-09;TELASA CELULAR SA;CIAS ABERTAS;17116;30/01/2004;Cancelado
02.558.144/0001-93;TELE LESTE CELULAR PARTICIPAÇÕES SA;CIAS ABERTAS;17698;22/02/2006;Cancelado
02.558.156/0001-18;TELE NORDESTE CELULAR PARTICIPAÇÕES SA;CIAS ABERTAS;17663;19/08/2004;Cancelado
02.558.154/0001-29;TELE NORTE CELULAR PARTICIPAÇÕES SA;CIAS ABERTAS;17604;07/01/2013;Cancelado
02.558.134/0001-58;TELE NORTE LESTE PARTICIPAÇÕES SA;CIAS ABERTAS;17655;27/02/2012;Cancelado
02.558.129/0001-45;TELE SUDESTE CELULAR PARTICIPAÇÕES SA;CIAS ABERTAS;17620;22/02/2006;Cancelado
02.332.982/0001-44;TELEACRE CELULAR SA;CIAS ABERTAS;17124;19/05/2000;Cancelado
02.333.355/0001-28;TELEAMAPÁ CELULAR SA;CIAS ABERTAS;17132;17/11/2000;Cancelado
02.331.879/0001-80;TELEBAHIA CELULAR SA;CIAS ABERTAS;17140;27/04/2001;Cancelado
02.320.032/0001-08;TELEBRASÍLIA CELULAR SA;CIAS ABERTAS;17159;26/04/2002;Cancelado
04.030.367/0001-09;TELEC ACRE SA TELEACRE;CIAS INCENTIVADAS REGISTRADAS;513091;28/02/2000;Cancelado
12.286.423/0001-07;TELEC ALAGOAS SA - TELASA;CIAS INCENTIVADAS REGISTRADAS;500488;14/12/2001;Cancelado
05.965.421/0001-70;TELEC AMAPA SA;CIAS INCENTIVADAS REGISTRADAS;510483;14/12/2001;Cancelado
04.559.084/0001-59;TELEC AMAZONAS SA;CIAS INCENTIVADAS REGISTRADAS;517623;14/12/2001;Cancelado
07.072.812/0001-91;TELEC CEARA SA - TELECEARA;CIAS INCENTIVADAS REGISTRADAS;500658;14/12/2001;Cancelado
01.571.256/0001-11;TELEC GOIAS SA;CIAS INCENTIVADAS REGISTRADAS;500437;22/03/2000;Cancelado
06.274.633/0001-74;TELEC MARANHAO SA;CIAS INCENTIVADAS REGISTRADAS;508160;14/12/2001;Cancelado
24.670.200/0001-10;TELEC MATO GROSSO SA;CIAS INCENTIVADAS REGISTRADAS;513377;22/03/2000;Cancelado
04.815.411/0001-96;TELEC PARA SA;CIAS INCENTIVADAS REGISTRADAS;502766;14/12/2001;Cancelado
08.827.313/0001-20;TELEC PARAIBA SA;CIAS INCENTIVADAS REGISTRADAS;501301;14/12/2001;Cancelado
10.819.803/0001-26;TELEC PERNAMBUCO SA;CIAS INCENTIVADAS REGISTRADAS;511072;14/12/2001;Cancelado
06.847.875/0001-00;TELEC PIAUI SA;CIAS INCENTIVADAS REGISTRADAS;506940;14/12/2001;Cancelado
08.408.254/0001-55;TELEC RIO GRANDE DO NORTE SA;CIAS INCENTIVADAS REGISTRADAS;500232;14/12/2001;Cancelado
05.904.883/0001-88;TELEC RONDONIA SA;CIAS INCENTIVADAS REGISTRADAS;514888;28/02/2000;Cancelado
05.934.567/0001-59;TELEC RORAIMA SA;CIAS INCENTIVADAS REGISTRADAS;517615;14/12/2001;Cancelado
13.079.322/0001-10;TELEC SERGIPE SA;CIAS INCENTIVADAS REGISTRADAS;511161;14/12/2001;Cancelado
00.336.701/0001-04;TELEC. BRASILEIRAS S.A. - TELEBRÁS;CIAS ABERTAS;11258;21/01/1981;Concedido
02.338.114/0001-71;TELECEARÁ CELULAR SA;CIAS ABERTAS;17167;30/01/2004;Cancelado
00.058.578/0001-07;TELECOM BRASILIA SA;CIAS ABERTAS;11274;28/02/2000;Cancelado
43.642.727/0001-85;TELECOM SAO PAULO SA;CIAS ABERTAS;11290;07/04/2000;Cancelado
83.897.223/0001-20;TELECOM STA CATARINA SA;CIAS ABERTAS;17833;28/02/2000;Cancelado
28.140.226/0001-07;TELECOMUNICAÇÕES  ESP SANTO S A - TELEST;CIAS ABERTAS;11304;02/08/2001;Cancelado
15.137.276/0001-93;TELECOMUNICAÇÕES BAHIA SA;CIAS ABERTAS;11266;02/08/2001;Cancelado
17.184.201/0001-99;TELECOMUNICAÇÕES MINAS GERAIS SA;CIAS ABERTAS;11282;02/08/2001;Cancelado
02.558.157/0001-62;TELEFÔNICA BRASIL S.A.;CIAS ABERTAS;17671;19/08/1998;Concedido
04.295.166/0001-33;TELEFONICA DATA BRASIL HOLDING SA;CIAS ABERTAS;18937;28/04/2006;Cancelado
-;TELEFÓNICA, S.A.;CIAS ESTRANGEIRAS;80004;12/09/2011;Cancelado
02.341.506/0001-90;TELEGOIAS CELULAR SA;CIAS ABERTAS;17175;17/12/2001;Cancelado
48.695.928/0001-64;TELEINVEST PARTICIPACOES SA;CIAS ABERTAS;3565;11/11/1994;Cancelado
33.000.118/0001-79;TELEMAR NORTE LESTE SA;CIAS ABERTAS;11320;11/05/2012;Cancelado
02.107.946/0001-87;TELEMAR PARTICIPAÇÕES SA;CIAS ABERTAS;18678;01/09/2015;Cancelado
02.340.817/0001-34;TELEMAT CELULAR SA;CIAS ABERTAS;17205;19/05/2000;Cancelado
02.558.118/0001-65;TELEMIG CELULAR PARTICIPAÇÕES S.A.;CIAS ABERTAS;17701;16/10/2009;Cancelado
02.320.739/0001-06;TELEMIG CELULAR SA;CIAS ABERTAS;17213;16/10/2009;Cancelado
02.331.492/0001-23;TELEMS CELULAR SA;CIAS ABERTAS;17841;19/05/2000;Cancelado
02.361.554/0001-40;TELEPARÁ CELULAR SA;CIAS ABERTAS;17183;13/11/2000;Cancelado
02.368.412/0001-04;TELEPISA CELULAR SA;CIAS ABERTAS;17191;30/01/2004;Cancelado
02.349.167/0001-98;TELERGIPE CELULAR SA;CIAS ABERTAS;17230;18/04/2001;Cancelado
02.330.506/0001-94;TELERJ CELULAR SA;CIAS ABERTAS;17248;20/03/2001;Cancelado
02.332.973/0001-53;TELERN CELULAR SA;CIAS ABERTAS;17256;30/01/2004;Cancelado
02.337.949/0001-07;TELERON CELULAR SA;CIAS ABERTAS;17264;31/10/2000;Cancelado
02.334.700/0001-48;TELESC CELULAR S/A;CIAS ABERTAS;17825;31/07/2003;Cancelado
02.319.126/0001-59;TELESP CELULAR SA;CIAS ABERTAS;17272;28/02/2000;Cancelado
02.325.945/0001-09;TELEST CELULAR SA;CIAS ABERTAS;17299;20/03/2001;Cancelado
01.655.694/0001-68;TELET SA;CIAS ABERTAS;16152;30/06/2006;Cancelado
01.301.301/0001-18;TELETRUST DE RECEBIVEIS SA;CIAS ABERTAS;15768;01/06/2005;Cancelado
02.476.710/0001-18;TELINVEST SA;CIAS ABERTAS;17418;11/06/2018;Cancelado
