CNPJ;Nome;Tipo de Participante;Código CVM;Data;Status
02.322.271/0001-99;TELPA CELULAR SA;CIAS ABERTAS;17302;30/01/2004;Cancelado
02.591.814/0001-73;TELPART PARTICIPAÇÕES S/A;CIAS ABERTAS;17507;29/04/2008;Cancelado
06.977.739/0001-34;TEMPO PARTICIPAÇOES S/A;CIAS ABERTAS;19917;10/05/2016;Cancelado
61.079.869/0001-68;TENENGE TEC NAC ENGENHARIA SA;CIAS ABERTAS;13579;02/12/1994;Cancelado
02.869.640/0001-68;TENUSA TECNOLOGIA E NUTRIÇÃO S/A;CIAS INCENTIVADAS REGISTRADAS;520322;19/07/2019;Cancelado
31.786.452/0001-74;TEOBRASA INDS QUIM DO BR SA;CIAS INCENTIVADAS REGISTRADAS;506370;28/09/2008;Cancelado
16.530.743/0001-03;TERAGRO-AGROPEC TERCAM SA;CIAS INCENTIVADAS REGISTRADAS;501891;02/07/1992;Cancelado
11.566.501/0001-56;TEREOS INTERNACIONAL S/A;CIAS ABERTAS;22136;28/09/2016;Cancelado
10.502.676/0001-37;TERMELÉTRICA PERNAMBUCO III S.A.;CIAS ABERTAS;23329;10/12/2013;Concedido
02.664.042/0001-52;TERMINAL GARAGEM MENEZES CORTES SA;CIAS ABERTAS;18538;17/01/2000;Concedido
14.688.220/0001-64;TERMINAL QUIM ARATU SA;CIAS ABERTAS;11339;11/12/1997;Cancelado
12.233.284/0001-45;TERMISA INDL SA;CIAS INCENTIVADAS REGISTRADAS;508756;14/02/2012;Cancelado
12.786.067/0001-82;TERMOFERTIL SA;CIAS INCENTIVADAS REGISTRADAS;508101;28/09/2008;Cancelado
92.780.634/0001-22;TERMOLAR SA;CIAS ABERTAS;11347;07/10/1998;Cancelado
03.795.050/0001-09;TERMOPERNAMBUCO SA;CIAS ABERTAS;19852;31/10/2005;Concedido
25.015.470/0001-50;TERRA FUTURO IND E COM;CIAS INCENTIVADAS REGISTRADAS;503703;28/04/2008;Cancelado
05.799.312/0001-20;TERRA SANTA AGRO S.A.;CIAS ABERTAS;20354;19/10/2021;Cancelado
40.337.136/0001-06;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;CIAS ABERTAS;26000;14/07/2021;Concedido
04.551.842/0001-92;TERRANORTE SA TERRAP E AGROIND;CIAS INCENTIVADAS REGISTRADAS;504386;14/02/2012;Cancelado
04.551.842/0001-92;TERRANORTE SA TERRAP E AGROIND;CIAS INCENTIVADAS REGISTRADAS;520926;15/05/2019;Cancelado
24.515.033/0001-32;TERRANOVA AGRICOLA S. A.;CIAS INCENTIVADAS REGISTRADAS;515493;12/03/2010;Cancelado
01.115.535/0001-70;TESC - TERMINAL SANTA CATARINA S/A;CIAS ABERTAS;16713;31/05/2006;Cancelado
06.033.448/0001-98;TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS;CIAS ABERTAS;19526;07/03/2017;Cancelado
06.443.014/0001-66;TEXA MARANHENSE SA;CIAS ABERTAS;11355;09/08/2005;Cancelado
12.970.380/0001-76;TEXFORM FORMUL CONTINUOS SA;CIAS INCENTIVADAS REGISTRADAS;514306;14/02/2012;Cancelado
08.061.855/0001-34;TEXITA COMPANHIA TEXTIL TANGARA;CIAS INCENTIVADAS REGISTRADAS;505838;05/09/2023;Cancelado
12.119.913/0001-00;TEXMASA TEXTIL MARANHENSE SA;CIAS INCENTIVADAS REGISTRADAS;510270;14/02/2012;Cancelado
24.019.192/0001-46;TEXPAR SA;CIAS ABERTAS;15873;17/12/2002;Cancelado
07.298.995/0001-68;TEXTIL BAQUIT SA-TEBASA;CIAS INCENTIVADAS REGISTRADAS;500020;24/10/2012;Cancelado
07.298.995/0001-68;TEXTIL BAQUIT SA-TEBASA;CIAS INCENTIVADAS REGISTRADAS;520390;30/06/2016;Cancelado
50.116.334/0001-01;TEXTIL DUOMO SA;CIAS ABERTAS;12378;21/11/1991;Cancelado
41.213.505/0001-11;TEXTIL ERVERST SA;CIAS INCENTIVADAS REGISTRADAS;517143;14/02/2012;Cancelado
17.076.449/0001-36;TEXTIL PACULDINO SA;CIAS INCENTIVADAS REGISTRADAS;508713;14/02/2012;Cancelado
82.982.075/0001-80;TÊXTIL RENAUXVIEW S/A;CIAS ABERTAS;7544;11/08/1969;Concedido
07.971.955/0001-35;TEXTIL UNIÃO SA;CIAS INCENTIVADAS REGISTRADAS;502723;21/08/2015;Cancelado
12.987.103/0001-76;TEXTILE INDL SA;CIAS INCENTIVADAS REGISTRADAS;505072;24/10/2012;Cancelado
12.987.129/0001-14;TEXTILIA NE SA;CIAS INCENTIVADAS REGISTRADAS;514551;30/06/1995;Cancelado
54.485.982/0001-88;TEXTILIA SA;CIAS ABERTAS;17426;23/12/2004;Cancelado
08.253.728/0001-37;TFA SECURITIZADORA S/A;CIAS ABERTAS;20460;14/03/2013;Cancelado
-;TGLT SA;CIAS ESTRANGEIRAS;80136;02/02/2017;Cancelado
23.670.151/0001-52;TIBIRI AVICOLA SA - TIBISA;CIAS INCENTIVADAS REGISTRADAS;512974;14/02/2012;Cancelado
-;TIG HOLDING LTD.;CIAS ESTRANGEIRAS;80055;17/12/2010;Cancelado
84.684.455/0001-63;TIGRE S.A. PARTICIPAÇÕES;CIAS ABERTAS;15962;30/05/2003;Cancelado
84.684.455/0001-63;TIGRE S.A. PARTICIPAÇÕES;CIAS ABERTAS;26255;01/10/2021;Concedido
10.915.973/0001-04;TILETRON SA IND DE PLASTS;CIAS INCENTIVADAS REGISTRADAS;507520;02/01/2001;Cancelado
02.600.854/0001-34;TIM BRASIL SERVIÇOS E PARTICIPAÇÕES S.A.;CIAS ABERTAS;27090;17/02/2023;Concedido
02.336.993/0001-00;TIM NORDESTE TELECOMUNICAÇÕES S.A.;CIAS ABERTAS;17078;06/12/2005;Cancelado
02.558.115/0001-21;TIM PARTICIPAÇÕES SA;CIAS ABERTAS;17639;31/08/2020;Cancelado
02.421.421/0001-11;TIM S.A.;CIAS ABERTAS;24929;17/03/2020;Concedido
02.332.397/0001-44;TIM SUL S.A.;CIAS ABERTAS;17221;06/12/2005;Cancelado
24.398.349/0001-91;TIMBAUBA AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;509140;10/04/2006;Cancelado
07.150.741/0001-06;TIRIRICAL MAD SA;CIAS INCENTIVADAS REGISTRADAS;509175;14/02/2012;Cancelado
92.663.004/0001-78;TITAN COMERCIO E INDUSTRIA SA;CIAS ABERTAS;11428;22/09/1989;Cancelado
07.073.027/0001-53;TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A;CIAS ABERTAS;21768;11/01/2011;Cancelado
08.669.754/0001-40;TIVIT TERCEIRIZAÇÃO DE TECNOLOGIA E SERVIÇOS S/A;CIAS ABERTAS;21474;29/12/2008;Cancelado
10.963.023/0001-55;TOALIA SA IND TEXTIL;CIAS INCENTIVADAS REGISTRADAS;500011;19/09/1994;Cancelado
02.747.251/0001-60;TOBASA TOCANTINS BABACU SA;CIAS ABERTAS;11436;28/09/2000;Cancelado
02.747.251/0001-60;TOBASA TOCANTINS BABACU SA;CIAS INCENTIVADAS REGISTRADAS;519049;24/11/2010;Cancelado
33.411.265/0001-31;TOCANTINS AGRO AVICOLA S. A.;CIAS INCENTIVADAS REGISTRADAS;515833;14/02/2012;Cancelado
89.525.190/0001-74;TOGA EMPREENDIMENTOS HOTELEIROS SA;CIAS INCENTIVADAS REGISTRADAS;518166;07/07/2003;Cancelado
13.307.665/0001-94;TOK HIDROMETALURGICA SA;CIAS INCENTIVADAS REGISTRADAS;512311;28/09/2008;Cancelado
62.870.720/0001-65;TOKYO LEASING DO BRASIL SA;CIAS ABERTAS;11983;08/09/1992;Cancelado
00.640.687/0001-20;TOP SHOPPING EMPRS E PARTS SA;CIAS ABERTAS;15075;16/05/2000;Cancelado
01.529.587/0001-93;TORCEDOR SA;CIAS ABERTAS;15920;28/02/2007;Cancelado
31.301.385/0001-50;TORRE HOTEIS SA;CIAS INCENTIVADAS REGISTRADAS;508918;14/02/2012;Cancelado
31.301.385/0001-50;TORRE HOTEIS SA;CIAS INCENTIVADAS REGISTRADAS;519260;28/08/2012;Cancelado
15.219.777/0001-19;TOSTER SA IND DO VESTUARIO;CIAS INCENTIVADAS REGISTRADAS;501310;28/09/2008;Cancelado
53.113.791/0001-22;TOTVS S.A;CIAS ABERTAS;19992;07/03/2006;Concedido
23.424.534/0001-40;TOURO AGROPAST SA;CIAS INCENTIVADAS REGISTRADAS;511870;14/02/2012;Cancelado
23.424.534/0001-40;TOURO AGROPAST SA;CIAS INCENTIVADAS REGISTRADAS;520276;15/02/2016;Cancelado
03.014.553/0001-91;TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.;CIAS ABERTAS;19330;05/12/2002;Concedido
59.418.806/0001-47;TRACK & FIELD CO S.A;CIAS ABERTAS;25208;22/10/2020;Concedido
00.450.220/0001-17;TRACOMAL MINERAÇÃO S/A;CIAS INCENTIVADAS REGISTRADAS;518751;31/12/2014;Cancelado
90.286.105/0001-41;TRAFO EQUIPAMENTOS ELETRICOS S.A.;CIAS ABERTAS;11452;30/12/2009;Cancelado
03.410.509/0001-09;TRAIANUS SA;CIAS ABERTAS;18503;13/04/2004;Cancelado
59.105.262/0001-63;TRANSAUTO TRANSP ESPECS AUT SA;CIAS ABERTAS;11460;22/07/1998;Cancelado
60.872.173/0001-21;TRANSBRASIL SA LINHAS AEREAS - FALIDA;CIAS ABERTAS;11479;04/01/2010;Cancelado
09.074.183/0001-64;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA;CIAS ABERTAS;22225;05/11/2010;Concedido
22.871.115/0001-94;TRANSCONTINENTAL HOT E TUR SA;CIAS INCENTIVADAS REGISTRADAS;509523;05/02/2009;Cancelado
22.871.115/0001-94;TRANSCONTINENTAL HOT E TUR SA;CIAS INCENTIVADAS REGISTRADAS;519626;12/04/2018;Cancelado
07.859.971/0001-30;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;CIAS ABERTAS;20257;06/09/2006;Concedido
02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;CIAS ABERTAS;20443;11/01/2007;Concedido
01.529.588/0001-38;TRANSUL SA;CIAS ABERTAS;15938;13/12/1999;Cancelado
38.042.694/0001-00;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;CIAS ABERTAS;25240;04/11/2020;Concedido
43.335.774/0001-86;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;CIAS ABERTAS;26824;08/06/2022;Concedido
26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;CIAS ABERTAS;24082;09/02/2017;Concedido
31.766.660/0001-01;TRES PONTOES HOT E TUR SA;CIAS INCENTIVADAS REGISTRADAS;509957;14/02/2012;Cancelado
94.813.102/0001-70;TRÊS TENTOS AGROINDUSTRIAL S.A.;CIAS ABERTAS;25950;21/06/2021;Concedido
92.660.570/0001-26;TREVISA  INVESTIMENTOS SA;CIAS ABERTAS;8192;15/12/1980;Concedido
02.509.186/0001-34;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;CIAS ABERTAS;23060;01/08/2023;Cancelado
13.558.226/0001-54;TRIKEM SA;CIAS ABERTAS;4910;15/01/2004;Cancelado
32.185.928/0001-84;TRILUX PARTICIPACOES SA;CIAS ABERTAS;13420;26/06/2001;Cancelado
32.185.928/0001-84;TRILUX PARTICIPACOES SA;CIAS ABERTAS;13420;26/06/2001;Cancelado
23.438.929/0001-00;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;CIAS ABERTAS;25194;14/10/2020;Concedido
24.717.074/0001-01;TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S.A.;CIAS ABERTAS;24023;30/11/2017;Cancelado
08.811.643/0001-27;TRISUL S/A;CIAS ABERTAS;21130;10/10/2007;Concedido
24.955.657/0001-70;TRIUNFO SECURITIZADORA DE ATIVOS S.A.;CIAS ABERTAS;24031;21/12/2017;Cancelado
02.987.278/0001-20;TRK BRASIL TRUST SA;CIAS ABERTAS;18392;31/10/2003;Cancelado
20.553.221/0001-02;TROCAFONE S.A.;CIAS ABERTAS;26573;16/05/2022;Cancelado
11.923.281/0001-70;TROIA SA - PRODS DE LIMPEZA;CIAS INCENTIVADAS REGISTRADAS;516600;14/02/2012;Cancelado
04.325.270/0001-23;TROL BRINQUEDOS DA AM SA;CIAS INCENTIVADAS REGISTRADAS;511331;28/09/2008;Cancelado
61.227.963/0001-17;TROL SA INDUSTRIA E COMERCIO;CIAS ABERTAS;11509;20/12/2005;Cancelado
13.620.695/0001-56;TROMBINI EMBALAGENS SA;CIAS INCENTIVADAS REGISTRADAS;507555;19/01/1993;Cancelado
88.209.697/0001-56;TROMBINI PAPEL E EMBALAGENS SA;CIAS ABERTAS;5797;20/11/1998;Cancelado
75.049.965/0001-78;TROMBINI SA ADM E PARTICIPACAO;CIAS ABERTAS;11517;13/12/1999;Cancelado
75.049.965/0001-78;TROMBINI SA ADM E PARTICIPACAO;CIAS ABERTAS;11517;13/12/1999;Cancelado
15.115.504/0001-24;TRONOX PIGMENTOS DO BRASIL S.A.;CIAS ABERTAS;11398;23/12/1970;Concedido
07.757.005/0001-02;TROP FRUTAS DO BRASIL S/A;CIAS INCENTIVADAS REGISTRADAS;519120;12/02/2015;Cancelado
16.460.081/0001-42;TROPFRUIT NORDESTE SA;CIAS INCENTIVADAS REGISTRADAS;505200;12/03/2012;Cancelado
11.801.099/0001-47;TROPICAL RÁFIA IND. E COM. SA;CIAS INCENTIVADAS REGISTRADAS;501859;28/09/2008;Cancelado
07.132.079/0001-53;TROPIFLEX CIA INDL DE MOVEIS;CIAS INCENTIVADAS REGISTRADAS;502120;14/02/2012;Cancelado
61.418.430/0001-12;TRORION SA;CIAS ABERTAS;11525;30/03/2011;Cancelado
61.418.430/0001-12;TRORION SA;CIAS ABERTAS;11525;13/10/2006;Cancelado
36.243.187/0001-00;TRUE COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS II;CIAS ABERTAS;25054;30/06/2022;Cancelado
42.603.513/0001-37;TRUE SECURITIZADORA DE CREDITOS FINANCEIROS IV S.A.;CIAS ABERTAS;26492;22/06/2022;Cancelado
12.130.744/0001-00;TRUE SECURITIZADORA S.A.;CIAS ABERTAS;22276;30/06/2022;Cancelado
43.107.119/0001-70;TRUFANA TEXTIL SA;CIAS ABERTAS;12963;04/01/2010;Cancelado
11.716.471/0001-17;TRX SECURITIZADORA S.A.;CIAS ABERTAS;22420;21/06/2023;Cancelado
35.977.982/0001-50;TUBOESP TUBOS ESPECIAIS SA;CIAS INCENTIVADAS REGISTRADAS;513415;28/09/2008;Cancelado
12.683.587/0001-60;TUBOS TABAJARA SA;CIAS INCENTIVADAS REGISTRADAS;512486;14/02/2012;Cancelado
01.486.808/0001-93;TUBOTINS IND COM T CONEX TO SA;CIAS INCENTIVADAS REGISTRADAS;517534;14/02/2012;Cancelado
05.880.117/0001-20;TUMENORTE SA;CIAS INCENTIVADAS REGISTRADAS;518654;27/09/2007;Cancelado
61.278.214/0001-19;TUPERBA-TUBOS E PERF DA BA SA;CIAS INCENTIVADAS REGISTRADAS;512575;14/02/2012;Cancelado
00.313.160/0001-90;TUPIANA SA;CIAS ABERTAS;14648;18/12/1998;Cancelado
04.266.227/0001-34;TUPINAMBARANA AGROPECUÁRIA S/A - TUPINAGRO;CIAS INCENTIVADAS REGISTRADAS;505994;14/02/2012;Cancelado
01.158.851/0001-20;TUPINAMBARANA SA;CIAS ABERTAS;15520;30/10/1997;Cancelado
81.599.961/0001-66;TUPY METALMECANICA SA;CIAS ABERTAS;13870;11/03/1993;Cancelado
84.683.374/0001-49;TUPY SA;CIAS ABERTAS;6343;01/07/1966;Concedido
26.982.634/0001-80;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;CIAS ABERTAS;27197;11/05/2023;Concedido
09.185.935/0001-64;TURPASA TUR HOT DA PARAIBA SA;CIAS INCENTIVADAS REGISTRADAS;514128;13/08/2020;Cancelado
30.581.391/0001-46;TYPYTY HOTEL SA;CIAS INCENTIVADAS REGISTRADAS;512150;28/09/2008;Cancelado
30.690.895/0001-02;UBU HOTEIS E TURISMO SA;CIAS INCENTIVADAS REGISTRADAS;518891;01/06/2009;Cancelado
60.479.813/0001-38;UCAR CARBON SA;CIAS ABERTAS;13498;12/09/1995;Cancelado
03.748.077/0001-32;UHESC S/A;CIAS ABERTAS;18813;27/06/2005;Cancelado
05.388.437/0001-68;ULBRA RECEBIVEIS S/A;CIAS ABERTAS;19461;15/07/2011;Cancelado
61.600.953/0001-85;ULTRAFERTIL SA IND. E COM;CIAS ABERTAS;14265;09/11/1995;Cancelado
33.256.439/0001-39;ULTRAPAR PARTICIPAÇÕES SA;CIAS ABERTAS;18465;27/09/1999;Concedido
34.266.973/0001-99;ULTRAQUIMICA PARTICIPACOES SA;CIAS ABERTAS;11533;31/07/1995;Cancelado
12.495.990/0001-65;UMARI AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;508586;21/01/2009;Cancelado
07.394.616/0001-33;UNI CIDADE SPTRUST DE RECEBÍVEIS SA;CIAS ABERTAS;20079;16/05/2014;Cancelado
60.665.981/0001-18;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;CIAS ABERTAS;26867;07/07/2022;Concedido
60.400.512/0001-77;UNIBANCO BANCO INV BRASIL SA;CIAS ABERTAS;11576;01/12/1989;Cancelado
00.022.034/0001-87;UNIBANCO HOLDINGS S.A.;CIAS ABERTAS;14753;13/04/2009;Cancelado
34.120.899/0001-06;UNIBANCO LEASING S.A .-ARREND.MERCANTIL;CIAS ABERTAS;11550;29/06/2001;Cancelado
44.071.785/0001-69;UNIBANCO LEASING S.A.- ARREND. MERCANTIL;CIAS ABERTAS;1449;14/12/1989;Cancelado
44.071.785/0001-69;UNIBANCO LEASING S.A.- ARREND. MERCANTIL;CIAS ABERTAS;13951;30/11/2005;Cancelado
33.783.754/0001-14;UNIBANCO SISTEMAS SA;CIAS ABERTAS;11568;08/10/1987;Cancelado
33.700.394/0001-40;UNIBANCO UNIAO BANCOS BRAS SA;CIAS ABERTAS;11584;13/04/2009;Cancelado
61.071.387/0001-61;UNICARD BANCO MULTIPLO S.A.;CIAS ABERTAS;841;28/11/2002;Cancelado
90.441.460/0001-48;UNICASA INDÚSTRIA DE MÓVEIS S.A.;CIAS ABERTAS;22780;25/04/2012;Concedido
75.609.123/0001-23;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;CIAS ABERTAS;23280;14/11/2013;Concedido
45.736.131/0001-70;UNIDAS LOCADORA S.A.;CIAS ABERTAS;27162;05/05/2023;Concedido
02.255.187/0001-08;UNIFIQUE TELECOMUNICAÇÕES S.A.;CIAS ABERTAS;26050;23/07/2021;Concedido
08.795.734/0001-16;UNIFORME'S IND COM E REPRES SA;CIAS INCENTIVADAS REGISTRADAS;512230;28/09/2008;Cancelado
05.303.439/0001-07;UNIGEL PARTICIPAÇÕES S.A.;CIAS ABERTAS;26301;03/11/2021;Concedido
08.936.460/0001-38;UNIMAR INDL SA;CIAS INCENTIVADAS REGISTRADAS;500798;14/02/2012;Cancelado
33.958.695/0001-78;UNIPAR CARBOCLORO S.A.;CIAS ABERTAS;11592;08/12/1971;Concedido
33.958.695/0001-78;UNIPAR CARBOCLORO S.A.;CIAS ABERTAS;11592;13/10/2006;Cancelado
15.741.218/0001-74;UNIPESCA DO NORTE IND EXP SA;CIAS INCENTIVADAS REGISTRADAS;504351;14/02/2012;Cancelado
15.741.218/0001-74;UNIPESCA DO NORTE IND EXP SA;CIAS INCENTIVADAS REGISTRADAS;519740;24/01/2014;Cancelado
28.431.450/0001-58;UNIROUPAS SA UNIAO INDL ROUPAS;CIAS INCENTIVADAS REGISTRADAS;516872;30/04/2001;Cancelado
07.203.904/0001-63;UNITEXTIL - UNIAO INDUSTRIAL TEXTIL S/A;CIAS ABERTAS;11606;14/08/2013;Cancelado
06.027.566/0001-93;UNIVER CIDADE TRUST DE RECEBIVEIS SA;CIAS ABERTAS;19585;27/12/2013;Cancelado
04.997.094/0001-76;UNIVERSAL AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;507237;22/12/2011;Cancelado
01.109.184/0001-95;UNIVERSO ONLINE SA;CIAS ABERTAS;19887;18/01/2012;Cancelado
03.329.124/0001-03;UOL INC. S.A.;CIAS ABERTAS;18473;15/09/2003;Cancelado
34.591.574/0001-01;UP ENGENHARIA E URBANISMO S.A.;CIAS ABERTAS;24856;29/09/2021;Cancelado
02.162.616/0001-94;UPTICK PARTICIPACOES SA;CIAS ABERTAS;16624;19/11/1997;Concedido
10.571.175/0001-02;URBA DESENVOLVIMENTO URBANO S.A.;CIAS ABERTAS;25437;25/01/2021;Concedido
05.025.945/0001-81;USIMASA - USINA AMAZÔNICA S/A;CIAS INCENTIVADAS REGISTRADAS;506915;28/09/2008;Cancelado
44.742.989/0001-84;USINA BARRA SA ACUCAR ALCOOL;CIAS ABERTAS;11622;24/02/1986;Cancelado
54.372.917/0001-46;USINA C PINTO SA ACUCAR ALCOOL;CIAS ABERTAS;11614;17/01/1985;Cancelado
61.125.753/0001-18;USINA DA BARRA SA ACUCAR ALCOL;CIAS ABERTAS;12602;22/09/1993;Cancelado
44.689.131/0001-01;USINA S BARBARA SA;CIAS ABERTAS;11630;14/03/2007;Cancelado
61.551.230/0001-33;USINA S OLIMPIA IND FER ACO SA;CIAS ABERTAS;11657;20/12/2005;Cancelado
15.101.298/0001-01;USINA SIDERURGICA DA BAHIA;CIAS ABERTAS;11649;30/01/1996;Cancelado
04.739.720/0001-24;USINA TERMELÉTRICA PAMPA SUL S.A.;CIAS ABERTAS;24945;04/05/2020;Concedido
26.643.756/0001-42;USINAGEM EDLYN PARTICIPAÇÕES S.A.;CIAS ABERTAS;24449;28/08/2020;Cancelado
60.894.730/0001-05;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;CIAS ABERTAS;14320;11/04/1994;Concedido
17.157.850/0001-09;USINAS SIDERURGICAS DE MG SA;CIAS ABERTAS;13889;06/04/1999;Cancelado
14.565.147/0001-33;UTIARA SA-AGROIND E COM;CIAS INCENTIVADAS REGISTRADAS;513229;14/02/2012;Cancelado
12.394.991/0001-13;UTILIUM PARTICIPAÇÕES S.A.;CIAS ABERTAS;23094;28/11/2017;Cancelado
18.866.111/0001-40;UVALE SA-UVAS VALE DO GORUTUBA;CIAS INCENTIVADAS REGISTRADAS;504688;19/01/2001;Cancelado
35.969.294/0001-49;V&M INDUSTRIAL EXPORTADORA S/A;CIAS INCENTIVADAS REGISTRADAS;515353;14/02/2012;Cancelado
02.041.460/0001-93;V. TAL - REDE NEUTRA DE TELECOMUNICAÇÕES S.A.;CIAS ABERTAS;27022;11/11/2022;Concedido
92.761.618/0001-92;VACCHI SA IND COM;CIAS ABERTAS;12424;13/11/1997;Cancelado
11.514.254/0001-44;VALE AGROPECUÁRIA S/A;CIAS INCENTIVADAS REGISTRADAS;504238;20/08/2008;Cancelado
01.794.428/0001-16;VALE BONITO AGROPECUÁRIA S/A;CIAS INCENTIVADAS REGISTRADAS;519146;29/09/2011;Concedido
10.238.582/0001-00;VALE DO CARIPE AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;504297;13/06/2011;Cancelado
10.370.898/0001-43;VALE DO GRAJAU AGROPEC SA;CIAS INCENTIVADAS REGISTRADAS;506150;30/06/1995;Cancelado
19.443.985/0001-58;VALE FERTILIZANTES S.A.;CIAS ABERTAS;14028;23/12/2011;Cancelado
33.592.510/0001-54;VALE S.A.;CIAS ABERTAS;4170;02/01/1970;Concedido
03.474.335/0001-30;VALE XINGU SA PEC AGRIC E COM;CIAS INCENTIVADAS REGISTRADAS;501050;02/12/1999;Cancelado
13.600.911/0001-00;VALENÇA DA BAHIA MARICULTURA SA;CIAS INCENTIVADAS REGISTRADAS;508268;14/02/2012;Cancelado
01.772.313/0001-20;VALETRON SA;CIAS ABERTAS;16225;23/12/2015;Cancelado
28.431.146/0001-00;VALEXPORT AGROINDL SA;CIAS INCENTIVADAS REGISTRADAS;509493;02/07/2002;Cancelado
33.113.309/0001-47;VALID SOLUÇÕES S.A.;CIAS ABERTAS;20028;12/04/2006;Concedido
20.557.161/0001-98;VALLEE SA;CIAS INCENTIVADAS REGISTRADAS;500470;27/03/2017;Cancelado
17.170.150/0001-46;VALLOUREC & MANNESMANN TUBES - V & M DOBRASIL;CIAS ABERTAS;8400;03/10/2000;Cancelado
61.076.055/0001-70;VALMET DO BRASIL S.A.;CIAS ABERTAS;11673;12/10/1989;Cancelado
23.373.000/0001-32;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;CIAS ABERTAS;24716;30/04/2019;Concedido
42.582.049/0001-40;VANGUARDA CIA SEGUROS GERAIS;CIAS ABERTAS;14338;02/09/1994;Cancelado
03.634.795/0001-88;VARIG PARTIC. EM SERVIÇOS COMPLEMENTARES;CIAS ABERTAS;18694;04/01/2011;Cancelado
03.634.777/0001-04;VARIG PARTICIPAÇÕES EM TRANSP AÉREOS S/A;CIAS ABERTAS;18686;04/01/2011;Cancelado
08.308.561/0001-64;VARZEA NOVA EMPREEND RURAIS SA;CIAS INCENTIVADAS REGISTRADAS;504939;14/02/2012;Cancelado
02.424.122/0001-30;VASCO DA GAMA LICENCIAMENTOS S/A;CIAS ABERTAS;17051;18/09/2002;Cancelado
00.095.147/0001-02;VBC ENERGIA SA;CIAS ABERTAS;14540;07/11/2011;Cancelado
01.832.326/0001-48;VEGA ENGENHARIA AMBIENTAL SA;CIAS ABERTAS;17345;06/03/2002;Cancelado
28.413.847/0001-17;VEL VIX IND E COM SA;CIAS INCENTIVADAS REGISTRADAS;516988;12/12/2000;Cancelado
24.143.737/0001-21;VELEIRO AGRICOLA SA;CIAS INCENTIVADAS REGISTRADAS;509507;14/02/2012;Cancelado
18.891.382/0001-56;VELONORTE SA;CIAS INCENTIVADAS REGISTRADAS;507326;11/03/1996;Cancelado
24.400.392/0001-44;VENEZA AGRI SA;CIAS INCENTIVADAS REGISTRADAS;510939;28/09/2008;Cancelado
31.792.997/0001-93;VENT-LOGOS SIST LOGICOS SA;CIAS INCENTIVADAS REGISTRADAS;506630;04/01/2007;Cancelado
06.016.348/0001-53;VENTOS DO SUL ENERGIA S.A.;CIAS ABERTAS;24767;12/09/2019;Concedido
24.241.659/0001-06;VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S.A.;CIAS ABERTAS;24309;19/08/2021;Cancelado
42.274.597/0001-02;VEPLAN SA;CIAS ABERTAS;2291;22/03/2005;Cancelado
06.109.862/0001-33;VERDE NEGRO AGROPECUÁRIA S/A - VENESA;CIAS INCENTIVADAS REGISTRADAS;513571;14/02/2012;Cancelado
07.027.378/0001-28;VERDE VALE HOTEL SA;CIAS INCENTIVADAS REGISTRADAS;500178;19/12/2002;Cancelado
30.757.983/0001-76;VERDES CAMPOS AGRI SA;CIAS INCENTIVADAS REGISTRADAS;506761;30/08/1994;Cancelado
31.748.174/0001-60;VERO S.A.;CIAS ABERTAS;26409;26/11/2021;Concedido
01.327.874/0001-10;VERPAR CENTROS COMERCIAIS SA;CIAS ABERTAS;16047;09/11/2009;Cancelado
25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;CIAS ABERTAS;23990;30/06/2022;Cancelado
42.945.876/0001-50;VERT-10 CIA SECURITIZADORA DE CREDITOS FINANCEIROS;CIAS ABERTAS;26751;30/06/2022;Cancelado
42.937.550/0001-81;VERT-11 COMPANHIA SECURITIZADORA DE CR?DITOS FINANCEIROS;CIAS ABERTAS;26778;30/06/2022;Cancelado
